Candidate,Coverage End Date,District,Elected?,Elected?1,Incumbent/ Challenger/Open,Party,Party Group,Representative,State,State Match,State Not Selected,Win?,Cash On Hand,Contributions  from Individuals,Contributions and Loans from   the Candidate,Contributions from PACs and Other Committees,Debts,Disbursements,Receipts,Replace Null With 0,sum receipts,Gender
"NEWMAN, MARIE",12/31/2022,6,FALSE,No,Incumbent,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,0,1332675.43,1000,238201.01,0,1690798.2,1587957.66,0,1571876.44,Female
"CONFORTI, NIKI",12/31/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,10.14,64446.7,9300,1500,9300,75509.18,75519.32,0,75246.7,Female
"CRUZ, ROBERT 'ROB'",7/23/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,140289.6,22237.16,0,34253.45,162526.76,162526.76,0,162526.76,Male
"GRASSO, GARY",12/31/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,2494.95,362967,250000,12150,250000,632673.13,635117,0,625117,Male
"HUGHES, CHARLES M",10/15/2022,6,FALSE,No,Challenger,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,314.85,0,27653.28,0,0,4417.96,4779.28,0,27653.28,Male
"KASPAR, SCOTT RICHARD",12/31/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,63707.56,203526.13,0,190650.69,268040.01,268040.01,0,267233.69,Male
"PEKAU, KEITH",12/31/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,3276.82,1087715.51,67360.95,198044.72,91801.91,1511416.37,1514693.19,0,1353121.18,Male
"DAVIS, DANNY K. MR.",12/31/2022,7,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"DAVIS, DANNY K. MR.",Illinois,FALSE,TRUE,1,220637.76,275291.75,0,403347.76,58954.71,705651.66,682447.21,1,678639.51,Male
"COLLINS, KINA ISIS",5/6/2021,7,FALSE,No,Challenger,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,0,0,0,0,4036.41,6489.36,3548.25,0,0,Female
"KRISHNAMOORTHI, S. RAJA",12/31/2022,8,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"KRISHNAMOORTHI, S. RAJA",Illinois,FALSE,TRUE,1,11186669.45,7357537.44,115.21,1077055.02,0,5739545.67,8498368.19,1,8434707.67,Male
"AHMED, JUNAID",12/31/2022,8,FALSE,No,Challenger,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,28788.93,1313531.71,288828.98,750,198646,1578607.28,1607396.21,0,1603110.69,Male
"DARGIS, CHRISTOPHER BRYANT",12/31/2022,8,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,2859.37,142757.7,359965,18875,10683.95,542959.18,545818.55,0,521597.7,Male
"FAHEEM, MOHAMMED",9/30/2022,8,FALSE,No,Challenger,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,3077.83,9338,3191.5,300,3191.5,9895.28,12973.11,0,12829.5,Male
"KOPPIE, CHAD",9/30/2022,8,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,14511.6,0,11416.8,0,0,5542,11416.8,0,11416.8,Male
"KOPSAFTIS, PETER",12/31/2022,8,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,400,49565,41850,0,41850,91015,91415,0,91415,Male
"WOOD, PHILLIP OWEN",12/31/2022,8,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,2840.26,30827,10809.18,0,4529.33,41636.18,41636.18,0,41636.18,Male
"SCHAKOWSKY, JANICE D",12/31/2022,9,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"SCHAKOWSKY, JANICE D",Illinois,FALSE,TRUE,1,900705.42,1080089.94,0,473515,0,1411358.08,1563009.22,1,1553604.94,Female
"RICE, MAXWELL",9/30/2022,9,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,4055.5,9895.5,0,0,0,5840,9895.5,0,9895.5,Male
"SCHNEIDER, BRADLEY S.",12/31/2022,10,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"SCHNEIDER, BRADLEY S.",Illinois,FALSE,TRUE,1,109665.37,2384385.69,0,1394081.91,0,5561749.27,3797651.97,1,3778467.6,Male
"SEVERINO, JOSEPH",10/19/2022,10,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,3570.56,34275,0,0,0,21919.63,34275,0,34275,Male
"LAUF, CATALINA",12/31/2022,11,FALSE,No,Open,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,52239.33,2296511.04,0,133024.63,0,2723320.66,2775559.99,0,2429535.67,Female
"FOSTER, G. WILLIAM (BILL)",12/31/2022,11,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"FOSTER, G. WILLIAM (BILL)",Illinois,FALSE,TRUE,1,805115.33,2232294.68,0,1323478.13,1026069.89,6263262.16,3332176.89,1,3555772.81,Male
"BANSAL, KRISHNA K",12/31/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,22609.59,0,0,0,35754.73,1339.9,0,0,0,Female
"CARROLL, MARK JOSEPH",11/7/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,41326,3381.38,2700,0,47407.79,47407.79,0,47407.38,Male
"EVANS, JERRY",9/30/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,175991,2399.47,1442,0,179832.59,179832.59,0,179832.47,Male
"GREEN, GRACE KELLY MS.",7/14/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,2001,0,0,0,2001,2001,0,2001,Female
"HATHAWAY-ALTMAN, SUSAN",12/31/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,21.96,1072,17128.84,0,21.96,501.36,18435.84,0,18200.84,Female
"MILLER, CASSANDRA TANNER",12/31/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,3889.68,4900,0,300,30487.77,1310.32,5200,0,5200,Female
"BOST, MICHAEL",12/31/2022,12,TRUE,Yes,Incumbent,Republican Party,Republican Party,"BOST, MICHAEL",Illinois,FALSE,TRUE,1,389871.13,735729.82,0,898220,0,1688009.56,1664091.4,1,1633949.82,Male
"MARKEL, HOMER CHIP MR.",12/31/2022,12,FALSE,No,Challenger,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,2614.72,33700.79,8756,17535,8756,62598.57,65213.29,0,59991.79,Male
"BUDZINSKI, NIKKI",12/31/2022,13,TRUE,Yes,Challenger,Democratic Party,Democratic Party,"BUDZINSKI, NIKKI",Illinois,FALSE,TRUE,1,41742.26,2838628.02,0,896772.26,0,3891764.35,3933506.61,1,3735400.28,Female
"DEERING, REGAN",12/31/2022,13,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,4656.95,705337.61,154816.56,221250,1000000,2092016.01,2096672.96,0,1081404.17,Female
"HAUSMAN, MATT",9/30/2022,13,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,2.69,56416.32,46536.72,5000,0,106145.86,107953.04,0,107953.04,Male
"MARTIN, TERRY",6/30/2022,13,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,6845,1000,0,0,7845,7845,0,7845,Male
"PALMER, DAVID",6/30/2022,13,FALSE,No,Challenger,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,19696.42,188380.68,6604.13,5400,250,212508.44,210683.7,0,200384.81,Male
"REISING, JESSE",9/27/2022,13,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,464489.37,66248.66,16000,66248.66,546738.03,546738.03,0,546738.03,Male
"LOMBARDI, JACK MR II",8/5/2022,14,FALSE,No,Open,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,108754.29,78910,255,0,187919.29,187919.29,0,187919.29,Male
"UNDERWOOD, LAUREN",12/31/2022,14,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"UNDERWOOD, LAUREN",Illinois,FALSE,TRUE,1,787086.15,5673221.48,15.95,873605.57,0,6640024.95,6889213.25,1,6546843,Female
"GRYDER, SCOTT",12/31/2022,14,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,13239.45,393451.06,20000,81984.4,43217.12,645059.05,658298.5,0,495435.46,Male
"KOOLIDGE, MICHAEL",12/31/2022,14,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,180611.27,14916.6,13900,1415.04,209427.87,209427.87,0,209427.87,Male
"MARTER, JAMES THOMAS",12/31/2022,14,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,240.36,92947.7,41714.16,3150,100466.94,140046.27,140213.33,0,137811.86,Male
"MLTON, JAIME",12/31/2022,14,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,1862.6,5317.05,1838.74,1570.04,1927.39,5197.49,8778.83,0,8725.83,Female
"STARRETT, SUSAN",6/30/2022,14,FALSE,No,Challenger,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,15347,0,0,0,15347,15347,0,15347,Female
"WILSON, BARRY",6/30/2022,14,FALSE,No,Challenger,Independent,Third Party,,Illinois,FALSE,TRUE,,233.86,3700,2400,0,0,6066.14,6100,0,6100,Male
"DAVIS, RODNEY L",12/31/2022,15,FALSE,No,Incumbent,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,7210.75,1459049.96,0,2232087.17,6500,4139770.05,4006545.13,0,3691137.13,Male
"MILLER, MARY",12/31/2022,15,TRUE,Yes,Incumbent,Republican Party,Republican Party,"MILLER, MARY",Illinois,FALSE,TRUE,1,309986.3,1629866.24,0,231644.94,0,1828645.17,2019930.74,1,1861511.18,Female
"LANGE, PAUL",12/31/2022,15,FALSE,No,Challenger,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,0,31985.3,2800,2500,0,46211.8,46211.8,0,37285.3,Male
"HADERLEIN, ELIZABETH",12/8/2022,16,FALSE,No,Open,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,0,27525.08,1600.9,5500,0,38117.98,38117.98,0,34625.98,Female
"PETERS, WALT",7/21/2022,16,FALSE,No,Open,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,5889,15656.71,0,0,21545.71,21545.71,0,21545.71,Male
"REBRESH, MICHAEL STEPHAN MR",9/30/2022,16,FALSE,No,Open,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,0,4750,13500,0,0,14770.09,18250,0,18250,Male
"KINZINGER, ADAM*",12/31/2022,16,FALSE,No,Incumbent,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,2415005.03,1241034.2,0,628970.58,0,1710182.88,2601538.04,0,1870004.78,Male
"LAHOOD, DARIN MCKAY",12/31/2022,16,TRUE,Yes,Incumbent,Republican Party,Republican Party,"LAHOOD, DARIN MCKAY",Illinois,FALSE,TRUE,1,3964688.85,872732.7,0,2137250,0,3041438.67,3915556.68,1,3009982.7,Male
"KING, ESTHER JOY",12/31/2022,17,FALSE,No,Open,Republican Party,Republican Party,,Illinois,FALSE,TRUE,,79057.99,3555039.98,0,724496.49,0,5038168.71,5114935.2,0,4279536.47,Female
"LOGEMANN, JONATHAN",8/4/2022,17,FALSE,No,Open,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,25.98,346091.59,0,78687,0,424752.61,424778.59,0,424778.59,Male
"MCGOWAN, JACQUELINE MARIE",6/8/2022,17,FALSE,No,Open,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,1583.74,28678.03,0,0,0,27094.29,28678.03,0,28678.03,Female
"NORMOYLE, ANGELA H.",9/30/2022,17,FALSE,No,Open,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,1196.21,153269.8,61675,0,60000,214206.61,215402.82,0,214944.8,Female
"SORENSEN, ERIC",12/31/2022,17,TRUE,Yes,Open,Democratic Party,Democratic Party,"SORENSEN, ERIC",Illinois,FALSE,TRUE,1,40928.03,2497170.84,0,418776.62,0,3079130.34,3120058.37,1,2915947.46,Male
"WALLACE, LITESA",12/31/2022,17,FALSE,No,Open,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,83.75,149788.04,20116.91,25250,33313.25,223648.68,223732.43,0,195154.95,Female
"WILLIAMS, MARSHA VIRIGINIA",10/19/2022,17,FALSE,No,Open,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,50221.06,46993.85,5140,7205.67,11242.89,32745.08,59339.52,0,59339.52,Female
"BUSTOS, CHERI*",12/31/2022,17,FALSE,No,Incumbent,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,728351.43,254866.44,0,108500,0,522970.7,332697.87,0,363366.44,Female
"SWANSON, MICHAEL A",6/26/2021,18,FALSE,No,Challenger,Democratic Party,Democratic Party,,Illinois,FALSE,TRUE,,0,3397,466.67,0,0,3863.67,3863.67,0,3863.67,Male
"MRVAN, FRANK J.",12/31/2022,1,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"MRVAN, FRANK J.",Indiana,FALSE,TRUE,1,54290.95,1408273.04,0,913457.23,0,2543184.67,2483248.03,1,2321730.27,Male
"GREEN, JENNIFER-RUTH",12/31/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,24160.03,2603223.48,10569.26,459342.17,6971.49,3468504.36,3492664.39,0,3073134.91,Female
"MCDERMOTT, THOMAS",12/12/2022,1,FALSE,No,Challenger,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,0,1235311.02,350,116300,0,1360464.26,1362606.43,0,1351961.02,Male
"MILO, BLAIR",5/26/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,0,260379.51,0,21850,0,282229.51,282229.51,0,282229.51,Female
"RUIZ, DAVID BEN",8/5/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,-1637.57,96.8,100,0,0,1834.37,196.8,0,196.8,Male
"STEURY, PAUL MR.",11/28/2022,2,FALSE,No,Open,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,10890.68,98536.38,0,5000,0,92955.31,103536.38,0,103536.38,Male
"YAKYM, RUDY",12/31/2022,2,TRUE,Yes,Open,Republican Party,Republican Party,"YAKYM, RUDY",Indiana,FALSE,TRUE,1,148112.73,610122.93,0,232800,0,1003411.59,1151524.32,1,842922.93,Male
"WALORSKI SWIHART, JACKIE*",12/31/2022,2,FALSE,No,Incumbent,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,1069006.53,721217.48,0,664934.5,0,1289782.03,1555491.99,0,1386151.98,Female
"NISLY, CURT",12/5/2022,2,FALSE,No,Challenger,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,0,15558,0,1000,0,16558,16558,0,16558,Male
"BANKS, JAMES E HON.",12/31/2022,3,TRUE,Yes,Incumbent,Republican Party,Republican Party,"BANKS, JAMES E HON.",Indiana,FALSE,TRUE,1,1335483.41,1794076.73,0,763535.01,27052.41,1762213.57,2653270.22,1,2557611.74,Male
"BOWER, FORREST ANTHONY",12/31/2021,3,FALSE,No,Challenger,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,85,85,0,0,0,0,85,0,85,Male
"GOTSCH, NATHAN",12/31/2022,3,FALSE,No,Challenger,Independent,Third Party,,Indiana,FALSE,TRUE,,523.72,66583.44,34690.37,0,34690.37,150750.09,151273.81,0,101273.81,Male
"SNYDER, GARY",12/31/2022,3,FALSE,No,Challenger,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,32.23,72897.02,0,1500,0,74374.79,74397.02,0,74397.02,Male
"STEPHENS, JOHN MATTHEW MR.",4/17/2022,3,FALSE,No,Challenger,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,0,13152.7,0,400,0,15946.7,15946.7,0,13552.7,Male
"BAIRD, JAMES R DR.",12/31/2022,4,TRUE,Yes,Incumbent,Republican Party,Republican Party,"BAIRD, JAMES R DR.",Indiana,FALSE,TRUE,1,340742.15,187413.86,0,243379.5,170000,300665.61,434679.53,1,430793.36,Male
"BOOKWALTER, THOMAS CHARLES",3/31/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,8150,8650,0,0,0,500,8650,0,8650,Male
"SPARTZ, VICTORIA",12/31/2022,5,TRUE,Yes,Incumbent,Republican Party,Republican Party,"SPARTZ, VICTORIA",Indiana,FALSE,TRUE,1,1576378.46,3049006.46,18000,856144.48,1137000,2688983.84,4156237.89,1,3923150.94,Female
"HALL, MATT",12/31/2022,5,FALSE,No,Challenger,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,0,44608.1,3450,2000,751.66,50966.44,50966.44,0,50058.1,Male
"LEE LAKE, JEANNINE",12/31/2022,5,FALSE,No,Challenger,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,850.42,33544.28,6212.82,0,8861.09,42953.95,43404.37,0,39757.1,Female
"PENCE, GREGORY J.",12/31/2022,6,TRUE,Yes,Incumbent,Republican Party,Republican Party,"PENCE, GREGORY J.",Indiana,FALSE,TRUE,1,385568.92,1322709.32,0,609484.41,0,2406896.24,2281638.58,1,1932193.73,Male
"TEETERS, BARTON WAYNE",11/8/2022,6,FALSE,No,Challenger,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,0,100,0,0,0,100,100,0,100,Male
"WIRTH, CYNTHIA",12/31/2022,6,FALSE,No,Challenger,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,-8363.89,32901.66,16668.94,1200,0,38910.21,50771.6,0,50770.6,Female
"CARSON, ANDRE",12/31/2022,7,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"CARSON, ANDRE",Indiana,FALSE,TRUE,1,711101.02,374625.63,0,467950,0,1133874.85,856806,1,842575.63,Male
"ALLEN, BILL",5/24/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,0,1000,35000,0,0,36000,36000,0,36000,Male
"GRABOVSKY, ANGELA",12/31/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,127.7,183096,306850,8450,0,498270.15,498397.85,0,498396,Female
"JOHNSON, RUSSELL (RUSTY) SCOTT MR.",6/30/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,578.37,1653.96,0,0,0,1420.59,1998.96,0,1653.96,Male
"BUCSHON, LARRY D.",12/31/2022,8,TRUE,Yes,Incumbent,Republican Party,Republican Party,"BUCSHON, LARRY D.",Indiana,FALSE,TRUE,1,477257.29,329514.66,0,1078629.5,1299.49,1158104.02,1428441.16,1,1408144.16,Male
"MCCORMICK, RAY",12/31/2022,8,FALSE,No,Challenger,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,20075.84,117620.22,30000,0,30000,137353.27,149920.22,0,147620.22,Male
"BAKER, JIM",9/30/2022,9,FALSE,No,Open,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,0,75140,8041.21,1000,0,84181.21,84181.21,0,84181.21,Male
"BARNES-ISRAEL, STU",12/31/2022,9,FALSE,No,Open,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,7270.22,353051.95,101000,30000,0,477148.73,484418.95,0,484051.95,Male
"COLE, JONATHON DALE",10/18/2021,9,FALSE,No,Open,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,0,0,109.79,0,0,79.81,109.79,0,109.79,Male
"DAVISSON, J. MICHAEL",8/18/2022,9,FALSE,No,Open,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,0,6520,0,0,0,6520,6520,0,6520,Male
"FYFE, MATTHEW JOHN",12/31/2022,9,FALSE,No,Open,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,5721.56,94663.67,10190.61,17700,0,117102.72,122824.28,0,122554.28,Male
"HEIWIG, DANIEL",5/24/2022,9,FALSE,No,Open,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,0,2800,42088.56,0,0,44888.56,44888.56,0,44888.56,Male
"HOUCHIN, ERIN",12/31/2022,9,TRUE,Yes,Open,Republican Party,Republican Party,"HOUCHIN, ERIN",Indiana,FALSE,TRUE,1,412224.33,677886.45,0,387842.51,1409.71,944334.67,1356559,1,1065728.96,Female
"MILLIS, TONYA LYNN",11/13/2022,9,FALSE,No,Open,Libertarian Party,Third Party,,Indiana,FALSE,TRUE,,0.73,4898.43,3661.25,400,0,9958.95,9959.68,0,8959.68,Female
"NTI ASARE, ISAK",12/31/2022,9,FALSE,No,Open,Democratic Party,Democratic Party,,Indiana,FALSE,TRUE,,3408.35,27339.69,0,1000,0,24931.34,28339.69,0,28339.69,Male
"SCHANSBERG, ERIC",6/30/2022,9,FALSE,No,Open,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,0,0,3320,0,0,28915,28915,0,3320,Male
"SODREL, MICHAEL E",12/31/2022,9,FALSE,No,Open,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,0,71676,959420,7250,0,1038346,1038346,0,1038346,Male
"HOLLINGSWORTH, TREY*",12/31/2022,9,FALSE,No,Incumbent,Republican Party,Republican Party,,Indiana,FALSE,TRUE,,0,82539.9,0,441845.45,0,1200240.1,527296.06,0,524385.35,Male
"MILLER-MEEKS, MARIANNETTE JANE",12/31/2022,1,TRUE,Yes,Incumbent,Republican Party,Republican Party,"MILLER-MEEKS, MARIANNETTE JANE",Iowa,FALSE,TRUE,1,328338.42,2865543.69,0,1467492.55,0,5035997.48,4911923.34,1,4333036.24,Female
"BOHANNAN, CHRISTINA",12/31/2022,1,FALSE,No,Challenger,Democratic Party,Democratic Party,,Iowa,FALSE,TRUE,,29724.93,2725510.85,6089.58,408613.33,0,3168097.69,3197822.62,0,3140213.76,Female
"KUEHL, KYLE",5/2/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,Iowa,FALSE,TRUE,,0,9964,10000,0,0,19964,19964,0,19964,Male
"ARENHOLZ, ASHLEY HINSON",12/31/2022,2,TRUE,Yes,Incumbent,Republican Party,Republican Party,"ARENHOLZ, ASHLEY HINSON",Iowa,FALSE,TRUE,1,68449.51,5048481.16,0,1672850,0,7240153.62,7191931.25,1,6721331.16,Female
"KERNER, JOSEPH",2/28/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,Iowa,FALSE,TRUE,,675.58,3272,0,0,0,4760.95,4862,0,3272,Male
"MATHIS, ELIZABETH",12/31/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,Iowa,FALSE,TRUE,,9575.51,3789559.58,10,371912.75,0,4209079.33,4218654.84,0,4161482.33,Female
"AXNE, CINDY",12/31/2022,3,FALSE,No,Incumbent,Democratic Party,Democratic Party,,Iowa,FALSE,TRUE,,4633.16,5046042.83,0,1570993.51,0,7246582.43,7231695,0,6617036.34,Female
"HANUSA, MARY ANN",7/14/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,Iowa,FALSE,TRUE,,0,111372.34,5500,1000,0,118409.44,118409.44,0,117872.34,Female
"HASSO, NICOLE",12/31/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,Iowa,FALSE,TRUE,,82.71,619246.62,0,11751.9,34867.42,630993.63,631076.34,0,630998.52,Female
"NUNN, ZACH",12/31/2022,3,TRUE,Yes,Challenger,Republican Party,Republican Party,"NUNN, ZACH",Iowa,FALSE,TRUE,1,101067.66,1848945.79,120000,397224.52,0,2532398.21,2633465.87,1,2366170.31,Male
"FEENSTRA, RANDALL",12/31/2022,4,TRUE,Yes,Incumbent,Republican Party,Republican Party,"FEENSTRA, RANDALL",Iowa,FALSE,TRUE,1,1023688.68,1444464.4,0,1224338.63,0,1874427.58,2886169.99,1,2668803.03,Male
"MELTON, RYAN MICHAEL APPLETON",12/31/2022,4,FALSE,No,Challenger,Democratic Party,Democratic Party,,Iowa,FALSE,TRUE,,4096.89,41123.28,100,3000,0,48926.39,53023.28,0,44223.28,Male
"MANN, TRACEY ROBERT",12/31/2022,1,TRUE,Yes,Incumbent,Republican Party,Republican Party,"MANN, TRACEY ROBERT",Kansas,FALSE,TRUE,1,1097551.01,596554.95,0,488000.01,197611.89,415700.31,1237054.19,1,1084554.96,Male
"BEARD, JAMES KENNETH",12/31/2022,1,FALSE,No,Challenger,Democratic Party,Democratic Party,,Kansas,FALSE,TRUE,,378.56,13791.91,3900,0,0,17313.35,17691.91,0,17691.91,Male
"LATURNER, JAKE",12/31/2022,2,TRUE,Yes,Incumbent,Republican Party,Republican Party,"LATURNER, JAKE",Kansas,FALSE,TRUE,1,281853.36,883560.96,0,373796.7,0,1212024.88,1478931.28,1,1257357.66,Male
"SCHMIDT, PATRICK",12/31/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,Kansas,FALSE,TRUE,,2131.2,984588.23,0,123750,0,1106479.19,1108610.39,0,1108338.23,Male
"DAVIDS, SHARICE",12/31/2022,3,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"DAVIDS, SHARICE",Kansas,FALSE,TRUE,1,63623.24,5844958.27,0,1567731.79,0,8309622.97,7894095.76,1,7412690.06,Female
"ADKINS, AMANDA",12/31/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,Kansas,FALSE,TRUE,,27504.29,2719422.64,0,577712.6,0,3869766.08,3854560.75,0,3297135.24,Female
"MCCAUGHREAN, JOHN",8/31/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,Kansas,FALSE,TRUE,,10.41,11373.15,0,0,0,11711.42,11373.15,0,11373.15,Male
"ESTES, RON",12/31/2022,4,TRUE,Yes,Incumbent,Republican Party,Republican Party,"ESTES, RON",Kansas,FALSE,TRUE,1,943572.79,927642.35,0,889250.46,0,1777955.23,1877363.59,1,1816892.81,Male
"HERNANDEZ, BOB MR",12/31/2022,4,FALSE,No,Challenger,Democratic Party,Democratic Party,,Kansas,FALSE,TRUE,,-5500.04,36634.9,6631.27,0,0,36304.68,43266.17,0,43266.17,Male
"COMER, JAMES",12/31/2022,1,TRUE,Yes,Incumbent,Republican Party,Republican Party,"COMER, JAMES",Kentucky,FALSE,TRUE,1,1077822.12,771306.72,0,829900,0,974130.55,1649489.62,1,1601206.72,Male
"AUSBROOKS, JIMMY CLIFTON",12/31/2022,1,FALSE,No,Challenger,Democratic Party,Democratic Party,,Kentucky,FALSE,TRUE,,0,2840,4026.73,0,4026.73,7866.73,7866.73,0,6866.73,Male
"GUTHRIE, S. BRETT HON.",12/31/2022,2,TRUE,Yes,Incumbent,Republican Party,Republican Party,"GUTHRIE, S. BRETT HON.",Kentucky,FALSE,TRUE,1,1864119.81,538933,0,1701010.33,0,2251947.27,2259392.72,1,2239943.33,Male
"COMPTON, WILLIAM DAKOTA",12/31/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,Kentucky,FALSE,TRUE,,722,708.31,1668.52,0,0,853.89,2376.83,0,2376.83,Male
"HENNING, CHRISTOPHER LEE MR.",12/31/2021,2,FALSE,No,Challenger,Republican Party,Republican Party,,Kentucky,FALSE,TRUE,,12645.43,9652,137,5315,0,2913.57,15559,0,15104,Male
"LINDERMAN, HANK",12/31/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,Kentucky,FALSE,TRUE,,25287.62,81960.53,0,500.7,0,100206.37,87461.23,0,82461.23,Male
